percent_share,expected_share,RCA,iso_3digit_alpha,country_name_full,product_description
0.33739,0.01178,29,LSO,Lesotho,"Bran, pollard, sharps & other by products"
21.83921,0.79109,28,LSO,Lesotho,"Outer garments knitted, not elast. Nor rubberd"
10.77952,0.39523,27,LSO,Lesotho,"Mens and boys outer garments, not knitted"
1.38715,0.01115,124,LVA,Latvia,Peat briquettes & peat
0.18023,0.00178,101,LVA,Latvia,"Rye, unmilled"
2.70913,0.032,85,LVA,Latvia,Fuel wood & wood waste
0.09867,0.00194,51,LVA,Latvia,Improved wood
0.012,3.00E-04,40,LVA,Latvia,"Sugar beet, fresh or dried; sugar cane"
1.09608,0.03574,31,LVA,Latvia,"Sawlogs & veneer logs, in the rough non conifer"
4.32685,0.14171,31,LVA,Latvia,"Lumber, sawn lengthwise, etc. Conifer"
0.43361,0.0144,30,LVA,Latvia,Fabrics of glass fibre
0.10193,0.00341,30,LVA,Latvia,Railway sleepers ties
0.5834,0.02041,29,LVA,Latvia,"Boxes, cases, crates, complete"
0.06882,0.00053,130,LBR,Liberia,Unreelable cocoons and cocoons wastes
10.24983,0.10148,101,LBR,Liberia,Natural rubber and similar natural gums
10.09208,0.15406,66,LBR,Liberia,Special purpose vessels(e.g. light vess. dredgers
28.40008,0.44848,63,LBR,Liberia,"Ships and boats, other than warships"
1.36092,0.03574,38,LBR,Liberia,"Sawlogs & veneer logs, in the rough non conifer"
21.51022,0.72512,30,LBR,Liberia,Iron ore & concentrates ex roasted iron pyrites
0.41957,0.01654,25,LBR,Liberia,"Ships, boats and other vessels for breaking up"
0.84291,0.05089,17,LBR,Liberia,"Cocoa beans, raw or roasted"
1.11491,0.16742,7,LBR,Liberia,Palm oil
0.42822,0.10504,4,LBR,Liberia,"Oil seeds, oil nuts & oil kernels, n.e.s."
79.90646,5.5729,14,LBY,Libya,Crude petroleum
0.22086,0.02547,9,LBY,Libya,Sponge iron or steel
11.78965,1.70342,7,LBY,Libya,"Gas, natural"
0.00321,0.00068,5,LBY,Libya,"Sheep and lamb skins, without the wool"
0.03919,0.0215,2,LBY,Libya,"Sulphur, not sublimed, precipitd or colloidal"
0.09895,0.05556,2,LBY,Libya,Methyl alcohol /methanol/
0.18913,0.12475,2,LBY,Libya,Copper waste and scrap
0.30045,0.20284,1,LBY,Libya,Iron & steel scrap
6.92883,5.81302,1,LBY,Libya,NA
0.07639,0.07032,1,LBY,Libya,Aluminium waste and scrap
0.13232,0.00323,41,LTU,Lithuania,"Yarn carded sheeps lambs wool, not for retail"
0.00671,0.00019,36,LTU,Lithuania,True hemp and true hemp tow and waste
0.40067,0.01363,29,LTU,Lithuania,"Wadding and articles of wadding, etc."
0.25042,0.00863,29,LTU,Lithuania,Gluten and gluten flour
1.03719,0.03776,27,LTU,Lithuania,"Fish, salted, dried or smoked"
0.29248,0.01115,26,LTU,Lithuania,Peat briquettes & peat
0.08584,0.00417,21,LTU,Lithuania,"Astronomical instruments, etc."
0.00585,3.00E-04,20,LTU,Lithuania,"Sugar beet, fresh or dried; sugar cane"
0.15912,0.00833,19,LTU,Lithuania,"Cider & fermented beverages, n.e.s."
0.07934,0.00468,17,LTU,Lithuania,"Oats, unmilled"
8.84244,0.07973,111,LUX,Luxembourg,"Angles etc over 80mm, piling, not h.c. or all."
0.13976,0.00156,90,LUX,Luxembourg,"Bars ,rods, angles, shapes, sections/wire of zinc"
0.10671,0.00225,47,LUX,Luxembourg,Meal & groats of wheat or of meslin
1.16682,0.02517,46,LUX,Luxembourg,Rubberized textile fabrics not knitted or croch
0.0085,0.00019,45,LUX,Luxembourg,True hemp and true hemp tow and waste
0.27429,0.0076,36,LUX,Luxembourg,Sleepers & railway track material of iron steel
0.96527,0.03585,27,LUX,Luxembourg,Copper foil
0.34404,0.01345,26,LUX,Luxembourg,Rails of iron or steel
0.10777,0.00485,22,LUX,Luxembourg,Borates and perborates
0.00059,3.00E-05,22,LUX,Luxembourg,Wool shoddy
0.12491,0.00065,193,MAC,"China, Macao Special Administrative Region",Postage and similar stamps of philatelic inter.
2.48728,0.03585,69,MAC,"China, Macao Special Administrative Region",Copper foil
12.89144,0.2176,59,MAC,"China, Macao Special Administrative Region","Pocket watches, wrist watches & other watches"
0.38817,0.01104,35,MAC,"China, Macao Special Administrative Region",Art .incorporating pearls of semi & precious st.
0.47983,0.0144,33,MAC,"China, Macao Special Administrative Region",Fabrics of glass fibre
17.24251,0.5203,33,MAC,"China, Macao Special Administrative Region",Jewellery of precious metal
0.20151,0.00762,26,MAC,"China, Macao Special Administrative Region",Watch cases and parts thereof
2.15319,0.09071,24,MAC,"China, Macao Special Administrative Region","Paintings, drawings, pastels, executed by hand"
3.11021,0.13871,22,MAC,"China, Macao Special Administrative Region",Cigarettes
0.11703,0.00534,22,MAC,"China, Macao Special Administrative Region","Envelopes, writing blocks, etc. for correspondence"
21.71238,0.00665,3267,MDG,Madagascar,Vanilla
2.27428,0.00187,1213,MDG,Madagascar,"Cloves (whole fruit, cloves & stems)"
0.81583,0.00333,245,MDG,Madagascar,Natural graphite
0.18571,0.00102,182,MDG,Madagascar,Mica (incl. splitings and waste )
0.23009,0.0013,178,MDG,Madagascar,Fruit in temporary preservative
13.47564,0.07642,176,MDG,Madagascar,"Nickel and nickel alloys, unwrought"
6.51451,0.04338,150,MDG,Madagascar,Other precious & semi precious stones not set
0.12441,0.0012,104,MDG,Madagascar,Vegetable materials used for plaiting
0.22538,0.00329,69,MDG,Madagascar,Sisal and other fibres of the agave family
0.2639,0.00409,64,MDG,Madagascar,Cinnamon & cinnamon tree flowers
53.77451,0.05446,987,MWI,Malawi,"Tobacco, unmanufactured & scrap"
8.07413,0.04186,193,MWI,Malawi,Tea
2.17218,0.01759,124,MWI,Malawi,"Groundnuts peanuts green, ex. flour and meal"
6.30754,0.05487,115,MWI,Malawi,"Beans, peas, lentils & leguminous vegetable. dried"
5.92142,0.06697,88,MWI,Malawi,"Raw sugar, beet & cane"
0.05679,0.00135,42,MWI,Malawi,Cotton seed
3.59614,0.10683,34,MWI,Malawi,"Other edible nuts, fresh or dried"
0.02674,0.00095,28,MWI,Malawi,Matches (excluding Bengal matches)
0.30032,0.01178,25,MWI,Malawi,"Bran, pollard, sharps & other by products"
0.02793,0.00122,23,MWI,Malawi,"Jute fabrics, woven"
0.29861,0.00826,36,MYS,Malaysia,Copper powders and flakes
1.58969,0.05018,32,MYS,Malaysia,"Apparel & clothing acces., gloves, of rubber"
0.04197,0.00174,24,MYS,Malaysia,"Rolled platinum, etc. un. or partly worked"
3.12675,0.16742,19,MYS,Malaysia,Palm oil
0.14524,0.00947,15,MYS,Malaysia,"Bituminous mixt. based on asphalt, petroleum, etc."
0.25406,0.01778,14,MYS,Malaysia,Hydrogenated oils and fats
0.40823,0.03001,14,MYS,Malaysia,Fatty acids; acid oils from refining
0.18481,0.01363,14,MYS,Malaysia,Palm kernel oil
0.17105,0.01543,11,MYS,Malaysia,Fatty alcohols
0.0015,0.00014,11,MYS,Malaysia,"Fabrics, woven, of coarse animal hair not horse"
63.086,0.41865,151,MDV,Maldives,"Fish, fresh, chilled or frozen"
14.06941,0.09929,142,MDV,Maldives,Prepared or preserved fish incl. caviar
2.9883,0.03776,79,MDV,Maldives,"Fish, salted, dried or smoked"
1.09668,0.03928,28,MDV,Maldives,"Meat & fish meal, unfit for human consumption"
2.58098,0.20284,13,MDV,Maldives,Iron & steel scrap
0.14771,0.01928,8,MDV,Maldives,Compressed gas cylinders of iron or steel
11.6354,1.70342,7,MDV,Maldives,"Gas, natural"
0.20567,0.04072,5,MDV,Maldives,Internal combustion engines for aircraft
0.23895,0.08983,3,MDV,Maldives,"Crustacean & molluscs, prepared or preserved"
0.01471,0.00561,3,MDV,Maldives,Ingots of alloy steel
6.09711,0.0045,1354,MLI,Mali,"Cotton, carded or combed"
0.84605,0.01107,76,MLI,Mali,"Sheep, lambs and goats"
2.17228,0.05128,42,MLI,Mali,Bovine cattle including buffaloes
0.02281,0.00055,41,MLI,Mali,Tin waste and scrap
0.18392,0.00525,35,MLI,Mali,"Natural gums, resins, balsam and lacs"
0.10669,0.00324,33,MLI,Mali,"Fruit, fruit peel, preserved by sugar"
0.049,0.00223,22,MLI,Mali,"Cotton waste, not carded or combed"
0.75966,0.03574,21,MLI,Mali,"Sawlogs & veneer logs, in the rough non conifer"
1.42404,0.08558,17,MLI,Mali,"Raw cotton, other than linters"
0.04792,0.00325,15,MLI,Mali,Leather of goat and kid skins
3.35603,0.02682,125,MLT,Malta,"Unissued postage stamps, banknotes, simil. docum."
0.0364,0.00082,45,MLT,Malta,"Glass envelopes for electric lamps, valves, etc"
0.12013,0.00384,31,MLT,Malta,Vegetables in temporary preservative
0.4439,0.01654,27,MLT,Malta,"Ships, boats and other vessels for breaking up"
0.21201,0.01002,21,MLT,Malta,"Fabrics, woven, of flax or of ramie"
1.2938,0.06901,19,MLT,Malta,"Ethers, ether/alcohols/phenols/peroxides & derivative."
0.37415,0.02141,17,MLT,Malta,Warships of all kinds
0.00905,0.00053,17,MLT,Malta,Unreelable cocoons and cocoons wastes
0.41682,0.02789,15,MLT,Malta,Paper and paperboard labels
3.84862,0.29038,13,MLT,Malta,"Toys, n.e.s."
2.24932,0.01195,188,MRT,Mauritania,Oils of fish and marine mammals
4.02185,0.03928,102,MRT,Mauritania,"Meat & fish meal, unfit for human consumption"
0.55232,0.00555,100,MRT,Mauritania,Iron oxides and hydroxides
8.1687,0.08983,91,MRT,Mauritania,"Crustacean & molluscs, prepared or preserved"
38.79479,0.72512,54,MRT,Mauritania,Iron ore & concentrates ex roasted iron pyrites
8.79842,0.20536,43,MRT,Mauritania,"Crustacean & molluscs, fresh, chilled, salted, dried"
17.77477,0.41865,42,MRT,Mauritania,"Fish, fresh, chilled or frozen"
0.04568,0.00221,21,MRT,Mauritania,Calf skins and kip skins
0.08445,0.00509,17,MRT,Mauritania,Natural fertilizers of anim./veget. Origin
4.61847,0.32293,14,MRT,Mauritania,Ores and concentrates of copper
0.65773,0.00323,204,MUS,Mauritius,"Yarn carded sheeps lambs wool, not for retail"
0.65655,0.00431,152,MUS,Mauritius,Fish waste
0.85424,0.00671,127,MUS,Mauritius,"Animals, n.e.s."
11.01764,0.09929,111,MUS,Mauritius,Prepared or preserved fish incl. caviar
0.60547,0.00665,91,MUS,Mauritius,Vanilla
0.81818,0.01104,74,MUS,Mauritius,Art .incorporating pearls of semi & precious st.
4.10159,0.05735,72,MUS,Mauritius,"Refined sugar & other prod. of refining, no syrup"
5.16909,0.09733,53,MUS,Mauritius,"Men�s/boy�s under garments, not knitted/crochet."
3.13467,0.06697,47,MUS,Mauritius,"Raw sugar, beet & cane"
0.00844,0.00019,45,MUS,Mauritius,True hemp and true hemp tow and waste
0.75647,0.03747,20,MEX,Mexico,Railway and tramway goods wagons /freight cars/
0.0482,0.0035,14,MEX,Mexico,"Glazed ceramic setts, flags and tiles"
1.10822,0.09004,12,MEX,Mexico,"Beer including ale, stout, porter"
2.20426,0.18299,12,MEX,Mexico,Road tractors for tractor trailer combinations
0.79916,0.0729,11,MEX,Mexico,"Tropical fruit other than bananas, fresh"
0.46615,0.05001,9,MEX,Mexico,"Tomatoes, fresh"
0.02071,0.0027,8,MEX,Mexico,Time switches with clock/watch movements
0.35291,0.04961,7,MEX,Mexico,"Berries, fresh"
5.58318,0.79569,7,MEX,Mexico,"Lorries and trucks, including ambulances, etc."
2.5115,0.38324,7,MEX,Mexico,Television broadcast receivers
0.03026,0.00115,26,N/A,"Other Asia, not elsewhere specified","Tapioca, sago & substitutes"
0.54908,0.03585,15,N/A,"Other Asia, not elsewhere specified",Copper foil
18.81545,1.25967,15,N/A,"Other Asia, not elsewhere specified",Electrical parts of mach.& appliances
0.03588,0.00315,11,N/A,"Other Asia, not elsewhere specified","Tulle and other net fabrics, plain"
0.28175,0.03021,9,N/A,"Other Asia, not elsewhere specified","Pliers, pincers, spanners etc."
0.01137,0.00124,9,N/A,"Other Asia, not elsewhere specified","Walking sticks, canes, riding crops, etc."
0.73352,0.07993,9,N/A,"Other Asia, not elsewhere specified","Optical elements, mounted"
0.39563,0.04514,9,N/A,"Other Asia, not elsewhere specified","Cycles, not motorized"
0.81427,0.11441,7,N/A,"Other Asia, not elsewhere specified",Parts of vehicles of heading 733 11 & 733 4
0.01004,0.00141,7,N/A,"Other Asia, not elsewhere specified","Articles of hardened rubber, n.e.s."
4.26744,0.00401,1063,MNG,Mongolia,"Fine animal hair, ex. wool not carded or combed"
0.69384,0.00246,283,MNG,Mongolia,"Meat of horses, asses, mules & hinnies, fr.ch.fro."
2.53026,0.00945,268,MNG,Mongolia,"Felspar, fluorspar, etc."
0.08982,0.00097,92,MNG,Mongolia,Ores & concentrates of tungsten
21.68674,0.32293,67,MNG,Mongolia,Ores and concentrates of copper
0.24243,0.00384,63,MNG,Mongolia,"Sheeps and lambs wool, degreased"
0.11988,0.00194,62,MNG,Mongolia,"Wool or anim. Hair, carded or combed, ex. Tops"
36.80186,0.70709,52,MNG,Mongolia,"Coal /anthracite, bituminous/"
2.18542,0.05837,37,MNG,Mongolia,Ores and concentrates of zinc
0.78243,0.03355,23,MNG,Mongolia,Ores and concentrates of lead
7.81693,0.10504,74,MDA,Republic of Moldova,"Oil seeds, oil nuts & oil kernels, n.e.s."
3.1236,0.06128,51,MDA,Republic of Moldova,Wire rod iron steel not high carbon or alloy
1.63786,0.039,42,MDA,Republic of Moldova,"Apples, fresh"
1.99419,0.06253,32,MDA,Republic of Moldova,Sunflower seed oil
0.34388,0.01091,32,MDA,Republic of Moldova,Natural honey
1.27339,0.04114,31,MDA,Republic of Moldova,"Stone fruit, fresh"
0.32773,0.01265,26,MDA,Republic of Moldova,Other dried fruit
2.71628,0.10683,25,MDA,Republic of Moldova,"Other edible nuts, fresh or dried"
0.3551,0.0144,25,MDA,Republic of Moldova,Fabrics of glass fibre
4.8708,0.20386,24,MDA,Republic of Moldova,"Maize (corn), unmilled"
0.38262,0.00221,173,MNE,Montenegro,Calf skins and kip skins
1.46869,0.00951,154,MNE,Montenegro,Bars and rods of high carbon steel
4.35189,0.03371,129,MNE,Montenegro,Bauxite and concentrates of aluminium
0.16462,0.00149,110,MNE,Montenegro,"Meat & edible offals, n.e.s. Dried, salted, smoked"
0.73497,0.0074,99,MNE,Montenegro,Pyrotechnical articles
1.5614,0.01796,87,MNE,Montenegro,"Bacon, ham & other dried, salted, smoked pig meat"
0.22152,0.00304,73,MNE,Montenegro,"Shot, angular grit & wire pellets of iron/steel"
0.23173,0.00349,66,MNE,Montenegro,Chlorates and perchlorates
11.21472,0.19661,57,MNE,Montenegro,Electric energy
14.75886,0.29193,51,MNE,Montenegro,"Aluminium and aluminium alloys, unwrought"
48.94006,0.01171,4179,MSR,Montserrat,Sand excluding metal bearing sand
2.45478,0.02064,119,MSR,Montserrat,Gravel & crushed stone
0.90769,0.01065,85,MSR,Montserrat,"Grapes, dried (raisins)"
8.41167,0.15381,55,MSR,Montserrat,Blooms etc iron or steel not high carb or alloy
0.14804,0.00333,44,MSR,Montserrat,Natural graphite
0.06584,0.00195,34,MSR,Montserrat,"Gas operated welding, cutting etc. Appliances"
0.72806,0.02337,31,MSR,Montserrat,Waters(incl.spa waters);ice and snow
0.30811,0.01085,28,MSR,Montserrat,Mechanical app. For testing phys. properties
2.24853,0.09929,23,MSR,Montserrat,Prepared or preserved fish incl. caviar
1.38842,0.07867,18,MSR,Montserrat,"Bananas including plantains ,fresh"
3.38673,0.01798,188,MAR,Morocco,"Natural phosphates, whether or not ground"
4.56948,0.02496,183,MAR,Morocco,Phosphorous pentoxide and phosphoric acids
1.06707,0.01101,97,MAR,Morocco,Other phosphatic fertilizers & fert. materials
0.27408,0.00415,66,MAR,Morocco,Natural barium sulphate & barium carbonate
8.37363,0.13767,61,MAR,Morocco,"Fertilizers, n.e.s."
2.41674,0.05001,48,MAR,Morocco,"Tomatoes, fresh"
0.2773,0.00582,48,MAR,Morocco,"Vegetable products, fresh or dried, n.e.s."
1.96312,0.04961,40,MAR,Morocco,"Berries, fresh"
1.62728,0.05505,30,MAR,Morocco,"Oranges, tangerines and clementines"
0.09326,0.00384,24,MAR,Morocco,Vegetables in temporary preservative
1.19982,0.00333,361,MOZ,Mozambique,Natural graphite
4.8456,0.04338,112,MOZ,Mozambique,Other precious & semi precious stones not set
4.78654,0.0507,94,MOZ,Mozambique,"Ores & conc. of titanium, vanadium, molybdem, etc."
3.03852,0.03574,85,MOZ,Mozambique,"Sawlogs & veneer logs, in the rough non conifer"
2.97726,0.04553,65,MOZ,Mozambique,"Coke & semi coke of coal, of lignite or of peat"
3.40775,0.05446,63,MOZ,Mozambique,"Tobacco, unmanufactured & scrap"
0.21196,0.00385,55,MOZ,Mozambique,Aluminium powders and flakes
15.79897,0.29193,54,MOZ,Mozambique,"Aluminium and aluminium alloys, unwrought"
0.45868,0.00979,47,MOZ,Mozambique,"Granite, porphyry, sandstone, etc."
0.02429,0.00053,46,MOZ,Mozambique,Yarn of other vegetable textile fibres
1.67169,0.02547,66,OMN,Oman,Sponge iron or steel
0.44473,0.00835,53,OMN,Oman,Gypsum and plasters
2.06086,0.05556,37,OMN,Oman,Methyl alcohol /methanol/
0.16614,0.00582,29,OMN,Oman,Limestone flux & calcer. stone used for lime
0.53392,0.02064,26,OMN,Oman,Gravel & crushed stone
2.46091,0.13686,18,OMN,Oman,Nitrogenous fertilizers and materials n.e.s
2.41356,0.15381,16,OMN,Oman,Blooms etc iron or steel not high carb or alloy
0.2523,0.01675,15,OMN,Oman,"Nails, tacks, staples, spikes, etc. of iron or steel"
0.06808,0.00616,11,OMN,Oman,Lime
0.10329,0.00951,11,OMN,Oman,Bars and rods of high carbon steel
10.27922,0.00651,1578,NAM,Namibia,Ores & concentrates of uranium & thorium
0.43436,0.00156,279,NAM,Namibia,"Bars ,rods, angles, shapes, sections/wire of zinc"
16.4498,0.06599,249,NAM,Namibia,Blister copper and other unrefined copper
2.87751,0.02141,134,NAM,Namibia,Warships of all kinds
6.85143,0.05977,115,NAM,Namibia,Radioactive chem. elements & isotopes/comp. & mix.
0.79875,0.00792,101,NAM,Namibia,Wood charcoal
0.03286,0.00068,48,NAM,Namibia,"Sheep and lamb skins, without the wool"
0.4924,0.01107,44,NAM,Namibia,"Sheep, lambs and goats"
2.90659,0.08287,35,NAM,Namibia,"Zinc and zinc alloys, unwrought"
1.59071,0.05128,31,NAM,Namibia,Bovine cattle including buffaloes
29.13946,0.01798,1621,NRU,Nauru,"Natural phosphates, whether or not ground"
44.62934,0.41865,107,NRU,Nauru,"Fish, fresh, chilled or frozen"
0.17236,0.00173,100,NRU,Nauru,Bones and horn cores and their wastes
0.76773,0.04021,19,NRU,Nauru,Apparel and clothing accessories of leather
0.34003,0.01834,19,NRU,Nauru,Technical models for demonstrating
0.02421,0.00303,8,NRU,Nauru,"Tailors"" dummies, etc."
1.94074,0.28164,7,NRU,Nauru,Air conditioning machines
0.13681,0.02077,7,NRU,Nauru,Other head gear
0.00226,0.00036,6,NRU,Nauru,"Clock movements, assembled"
8.43632,1.43726,6,NRU,Nauru,Apparatus for electrical circuits
2.7724,0.00122,2267,NPL,Nepal,"Jute fabrics, woven"
5.89903,0.0049,1205,NPL,Nepal,"Carpets, carpeting and rugs, knotted"
2.97009,0.00665,446,NPL,Nepal,"Nutmeg, mace & cardamoms"
7.44138,0.03303,225,NPL,Nepal,Yarn of discontinuous or waste synth. Fibres
0.01207,6.00E-05,204,NPL,Nepal,"Sound track, developed"
0.9685,0.0071,136,NPL,Nepal,"Rosin and resin acids, etc."
0.07199,0.00062,115,NPL,Nepal,"Machine made printing & writing paper, uncoated"
18.07124,0.16742,108,NPL,Nepal,Palm oil
5.18661,0.04892,106,NPL,Nepal,Soya bean oil
0.27822,0.00283,98,NPL,Nepal,"Spirits of turpentine, etc."
0.25006,0.00995,25,NLD,Netherlands,"Bulbs, tubers, corms, crowns and rhizomes"
0.75071,0.04776,16,NLD,Netherlands,Cut flowers and buds for ornamental purposes
0.70314,0.04889,14,NLD,Netherlands,"Live plants, n.e.s."
0.0262,0.00184,14,NLD,Netherlands,Linoleum and similar floor coverings on textile
0.05617,0.00404,14,NLD,Netherlands,Composite paper/board in rolls or sheets
0.04186,0.00355,12,NLD,Netherlands,"Paper, paperboard, cloth, sensitized, not developed"
0.13606,0.01321,10,NLD,Netherlands,"Cocoa powder, unsweetened"
0.30058,0.03247,9,NLD,Netherlands,Cocoa butter (fat or oil)
0.01655,0.00208,8,NLD,Netherlands,"Animal oils and fats, n.e.s."
0.09417,0.01206,8,NLD,Netherlands,Other dairy machinery
0.00112,0,295,CUW,Curaçao,Typewriters and cheque writing machines
5.95077,0.06607,90,CUW,Curaçao,Petr. bitumen & other petrol.& shale oil resid.
1.40151,0.02177,64,CUW,Curaçao,Tugs
2.72341,0.04598,59,CUW,Curaçao,"Bandages, etc. impregnated/coated with pharm.pro."
5.75824,0.13302,43,CUW,Curaçao,Oils & other prod. of the  distillation/coal tar
1.54717,0.07032,22,CUW,Curaçao,Penicillin streptom. Tyrocidine & oth. Antibiot
0.28452,0.01481,19,CUW,Curaçao,Cigars & cheroots
0.20246,0.01171,17,CUW,Curaçao,Sand excluding metal bearing sand
0.02946,0.00186,16,CUW,Curaçao,Nitric acid; sulphonitric acids
0.42456,0.02682,16,CUW,Curaçao,"Unissued postage stamps, banknotes, simil. docum."
14.21776,0.13871,102,ABW,Aruba,Cigarettes
2.43225,0.03932,62,ABW,Aruba,Soaps
9.26755,0.19111,48,ABW,Aruba,Distilled alcoholic beverages
0.26255,0.00563,47,ABW,Aruba,Nickel waste and scrap
0.36684,0.01104,33,ABW,Aruba,Art .incorporating pearls of semi & precious st.
0.02241,0.00084,27,ABW,Aruba,Residues from the treatment of fatty substances
0.04112,0.00163,25,ABW,Aruba,"Date, sealing & similar stamps, etc."
0.30646,0.01481,21,ABW,Aruba,Cigars & cheroots
0.04232,0.0025,17,ABW,Aruba,Lard & other rendered pig & poultry fat
0.66823,0.04338,15,ABW,Aruba,Other precious & semi precious stones not set
18.2041,0.02141,850,SXM,Saint Maarten (Dutch part),Warships of all kinds
0.39021,0.00346,113,SXM,Saint Maarten (Dutch part),Lead waste and scrap
3.31834,0.07032,47,SXM,Saint Maarten (Dutch part),Aluminium waste and scrap
0.07411,0.00241,31,SXM,Saint Maarten (Dutch part),"Glass, not optical & enamel in the mass, waste"
0.71443,0.02484,29,SXM,Saint Maarten (Dutch part),"Anim./veget. oils, boiled, oxidized, dehydrated"
0.04121,0.0015,28,SXM,Saint Maarten (Dutch part),"Anchors, grapnels and parts of iron or steel"
3.68201,0.19111,19,SXM,Saint Maarten (Dutch part),Distilled alcoholic beverages
0.37766,0.02041,19,SXM,Saint Maarten (Dutch part),"Boxes, cases, crates, complete"
0.05279,0.00287,18,SXM,Saint Maarten (Dutch part),"Hides & skins, n.e.s."
0.23084,0.01349,17,SXM,Saint Maarten (Dutch part),"Cordage, cable, rope, twine"
6.10399,0.02104,290,BES,"Bonaire, Saint Eustatius and Saba",Salt
32.57909,0.13302,245,BES,"Bonaire, Saint Eustatius and Saba",Oils & other prod. of the  distillation/coal tar
0.16333,0.00833,20,BES,"Bonaire, Saint Eustatius and Saba","Cider & fermented beverages, n.e.s."
59.10528,5.81302,10,BES,"Bonaire, Saint Eustatius and Saba",NA
0.04638,0.0065,7,BES,"Bonaire, Saint Eustatius and Saba","Floating structures, other than vessels (buoys)."
0.11173,0.02484,4,BES,"Bonaire, Saint Eustatius and Saba","Anim./veget. oils, boiled, oxidized, dehydrated"
1.01076,0.31265,3,BES,"Bonaire, Saint Eustatius and Saba",Orthopaedic appl. artificial parts of the body
0.09222,0.0514,2,BES,"Bonaire, Saint Eustatius and Saba","Coconuts, brazil cashew nuts, fresh/dried"
0.00051,0.00069,1,BES,"Bonaire, Saint Eustatius and Saba","Plans/drawings for indust. purposes, not printed"
0.03584,0.06092,1,BES,"Bonaire, Saint Eustatius and Saba",Piping & tubing of unhard. vulcanized rubber
25.4572,0.02156,1181,NCL,New Caledonia,Ores & concentrates of nickel
17.77605,0.03585,496,NCL,New Caledonia,Nickel/speis matte & other intermediate prod.
51.9791,0.16085,323,NCL,New Caledonia,Other ferro alloys
0.46157,0.02393,19,NCL,New Caledonia,Other carbonates and percarbonates
1.43484,0.09043,16,NCL,New Caledonia,"Base metals, n.e.s."
0.00508,0.00045,11,NCL,New Caledonia,Wood wool and wood flour
0.24717,0.02432,10,NCL,New Caledonia,Sulphates (incl. alums)and persulphates
0.34086,0.03452,10,NCL,New Caledonia,Essential oils and resinoids
0.21372,0.02222,10,NCL,New Caledonia,Road rail and similar containers
0.00795,0.00087,9,NCL,New Caledonia,"Horn, antlers, whalebone, etc. and their wastes"
1.82507,0.00035,5157,VUT,Vanuatu,"Copra, ex. flour and meal"
13.25731,0.02177,609,VUT,Vanuatu,Tugs
10.34482,0.01783,580,VUT,Vanuatu,"Plants, seeds, flowers used in perfumery/pharmac."
61.82362,0.41865,148,VUT,Vanuatu,"Fish, fresh, chilled or frozen"
0.69197,0.01323,52,VUT,Vanuatu,Coconut copra oil
2.66166,0.05089,52,VUT,Vanuatu,"Cocoa beans, raw or roasted"
0.02718,0.00083,33,VUT,Vanuatu,Coral and shells and their wastes
0.80312,0.02682,30,VUT,Vanuatu,"Unissued postage stamps, banknotes, simil. docum."
3.14486,0.20536,15,VUT,Vanuatu,"Crustacean & molluscs, fresh, chilled, salted, dried"
0.47972,0.03574,13,VUT,Vanuatu,"Sawlogs & veneer logs, in the rough non conifer"
0.27739,0.00185,150,NZL,New Zealand,Mechanical wood pulp
0.13,0.00087,150,NZL,New Zealand,"Horn, antlers, whalebone, etc. and their wastes"
6.37818,0.04456,143,NZL,New Zealand,"Meat of sheep & goats, fresh, chilled or frozen"
1.5158,0.01142,133,NZL,New Zealand,"Casein, caseinates & cas. derivatives, cas. glues"
13.89057,0.10755,129,NZL,New Zealand,"Milk & cream in solid form, blocks or powder"
0.45908,0.00384,120,NZL,New Zealand,"Sheeps and lambs wool, degreased"
5.95227,0.04995,119,NZL,New Zealand,"Sawlogs & veneer logs, in the rough conifer"
5.61178,0.05562,101,NZL,New Zealand,Butter
0.30498,0.00475,64,NZL,New Zealand,"Meat & edible offals, n.e.s."
0.59716,0.01091,55,NZL,New Zealand,Natural honey
3.88583,0.01481,262,NIC,Nicaragua,Cigars & cheroots
0.37166,0.00257,145,NIC,Nicaragua,Groundnut /peanut/ oil
1.58012,0.01759,90,NIC,Nicaragua,"Groundnuts peanuts green, ex. flour and meal"
0.51424,0.00606,85,NIC,Nicaragua,Molasses
8.28302,0.1624,51,NIC,Nicaragua,"Coffee, green or roasted"
13.26049,0.40582,33,NIC,Nicaragua,"Under garments knitted, not elast. Nor rubberd"
9.20091,0.28427,32,NIC,Nicaragua,"Meat of bovine animals, fresh, chilled or frozen"
1.95104,0.06697,29,NIC,Nicaragua,"Raw sugar, beet & cane"
1.4325,0.05487,26,NIC,Nicaragua,"Beans, peas, lentils & leguminous vegetable. dried"
2.35448,0.09733,24,NIC,Nicaragua,"Men�s/boy�s under garments, not knitted/crochet."
15.65085,0.00651,2403,NER,Niger,Ores & concentrates of uranium & thorium
15.10714,0.10504,144,NER,Niger,"Oil seeds, oil nuts & oil kernels, n.e.s."
4.12122,0.05977,69,NER,Niger,Radioactive chem. elements & isotopes/comp. & mix.
0.13701,0.00221,62,NER,Niger,Calf skins and kip skins
0.33422,0.00582,57,NER,Niger,"Vegetable products, fresh or dried, n.e.s."
0.18189,0.00671,27,NER,Niger,"Animals, n.e.s."
0.27652,0.01107,25,NER,Niger,"Sheep, lambs and goats"
3.82178,0.16742,23,NER,Niger,Palm oil
